EW2019;
Amtliches Endergebnis;
Nr;Gebiet;gehört zu;Wahlberechtigte;;Wähler/-innen;;Ungültige;;Gültige;;Christlich Demokratische Union Deutschlands;;Sozialdemokratische Partei Deutschlands;;BÜNDNIS 90/DIE GRÜNEN;;DIE LINKE;;Alternative für Deutschland;;Christlich-Soziale Union in Bayern e.V.;;Freie Demokratische Partei;;FREIE WÄHLER;;Piratenpartei Deutschland;;PARTEI MENSCH UMWELT TIERSCHUTZ;;Nationaldemokratische Partei Deutschlands;;Familien-Partei Deutschlands;;Ökologisch-Demokratische Partei;;Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative;;Ab jetzt...Demokratie durch Volksabstimmung - Politik für die Menschen;;Bayernpartei;;Deutsche Kommunistische Partei;;Marxistisch-Leninistische Partei Deutschlands;;Sozialistische Gleichheitspartei, Vierte Internationale;;Aktion Partei für Tierschutz – DAS ORIGINAL;;Allianz für Menschenrechte, Tier- und Naturschutz;;Bündnis C - Christen für Deutschland;;Bündnis für Innovation & Gerechtigkeit;;Bündnis Grundeinkommen - Die Grundeinkommenspartei;;Demokratie DIREKT!;;Demokratie in Europa - DiEM25;;DER DRITTE WEG;;Die Grauen – Für alle Generationen;;DIE RECHTE – Partei für Volksabstimmung, Souveränität und Heimatschutz;;Die Violetten;;Europäische Partei LIEBE;;Feministische Partei DIE FRAUEN;;Graue Panther;;LKR - Bernd Lucke und die Liberal-Konservativen Reformer;;Menschliche Welt - für das Wohl und Glücklichsein aller;;Neue Liberale – Die Sozialliberalen;;Ökologische Linke;;Partei der Humanisten;;PARTEI FÜR DIE TIERE DEUTSCHLAND;;Partei für Gesundheitsforschung;;Volt Deutschland;;Übrige;;
08116;Esslingen;08;365828;363627;242055;195920;3565;3058;238490;192862;71185;72535;32659;45347;55218;26801;7093;6462;22958;14586;;;17211;8101;11074;5974;1692;2588;2693;1771;281;792;975;808;2422;1047;4514;1137;242;448;315;141;42;53;160;153;18;37;560;;311;;839;;450;;206;;121;;839;;37;;255;;144;;117;;97;;329;;317;;343;;154;;87;;116;;348;;511;;269;;1288;;;4081;
08117;Göppingen;08;178436;179093;111874;90071;2128;2101;109746;87970;33437;34748;15274;21022;22399;10306;2678;2901;13732;7571;;;7617;3385;5092;2840;823;841;1428;895;187;467;510;422;935;466;1842;370;161;209;189;71;23;25;49;57;7;20;315;;160;;275;;322;;110;;57;;227;;30;;132;;80;;66;;53;;153;;152;;151;;74;;32;;51;;105;;292;;134;;392;;;1354;
08118;Ludwigsburg;08;365970;363677;244616;198535;3596;3283;241020;195252;71214;72069;33204;47931;54317;25652;7379;6682;23909;16232;;;17510;8574;11186;6385;1623;2191;2742;1885;314;937;1053;850;3046;1387;4676;953;267;398;290;163;42;45;133;133;28;44;521;;321;;887;;1020;;182;;119;;656;;45;;288;;141;;112;;112;;321;;356;;331;;157;;97;;168;;303;;475;;260;;1215;;;2741;
08119;Rems-Murr-Kreis;08;297477;296116;193131;156642;2913;2749;190218;153893;57809;58877;25739;34777;37425;17377;5405;5033;21895;15467;;;15925;7859;7258;3842;1519;1838;2445;1533;322;942;952;710;2654;1234;3516;791;262;345;301;140;40;72;93;87;15;32;491;;326;;911;;451;;146;;89;;584;;29;;251;;134;;127;;95;;281;;235;;278;;145;;55;;151;;218;;483;;260;;903;;;2937;
08121;Heilbronn, Stadt;08;77185;78309;42835;33272;636;503;42199;32769;11262;11528;6926;9971;8676;3283;1643;1314;5495;2793;;;3320;1661;1024;375;256;309;378;262;82;273;136;114;415;209;911;137;53;78;54;18;14;12;56;49;5;5;70;;60;;85;;318;;30;;25;;111;;5;;59;;27;;25;;17;;58;;53;;53;;29;;13;;22;;45;;84;;52;;252;;;378;
08125;Heilbronn;08;242435;239085;155172;123791;3401;3266;151771;120525;46334;48454;21795;30817;28157;11247;3863;3523;19561;10041;;;11632;5202;5561;2274;885;1135;1863;1250;487;1374;887;764;2321;1285;2558;491;248;340;222;101;32;29;60;56;11;29;462;;252;;655;;462;;119;;81;;237;;46;;207;;151;;103;;76;;227;;215;;205;;117;;50;;61;;213;;420;;232;;703;;;2113;
08126;Hohenlohekreis;08;82480;82285;51822;42348;857;988;50965;41360;17051;17613;6562;9745;9913;3958;1261;1484;6074;2930;;;4274;1893;1405;878;296;412;576;380;180;449;362;330;457;224;741;160;62;97;84;46;11;13;16;8;4;16;132;;74;;266;;25;;39;;20;;93;;6;;65;;46;;37;;37;;76;;100;;53;;43;;19;;31;;79;;144;;78;;173;;;724;
08127;Schwäbisch Hall;08;143275;141514;86854;68197;1594;1883;85260;66314;26184;25490;11966;16034;18248;8112;2472;2353;9753;4771;;;6406;2955;1863;1312;492;723;931;657;190;521;525;475;1723;916;1448;306;108;180;119;84;17;40;48;60;9;49;176;;156;;412;;79;;74;;44;;145;;25;;108;;72;;81;;63;;151;;115;;102;;78;;17;;46;;98;;217;;133;;366;;;1276;
08128;Main-Tauber-Kreis;08;101414;103283;67155;59300;1544;1809;65611;57491;26034;28310;8635;12033;11369;4476;1554;1779;7056;3894;;;3486;1601;1840;1289;358;576;680;516;139;493;454;487;1035;735;970;222;99;116;110;62;7;8;8;22;7;14;173;;112;;131;;37;;40;;27;;98;;13;;97;;51;;42;;40;;109;;82;;76;;47;;14;;21;;63;;157;;98;;242;;;858;
08135;Heidenheim;08;93726;95219;54670;44594;1144;983;53526;43611;18605;18133;8335;10735;10740;4644;1570;1518;5471;3252;;;2477;1040;1676;950;321;440;572;438;101;277;300;275;740;510;865;156;78;108;82;27;61;94;27;26;5;11;123;;90;;160;;39;;44;;21;;95;;19;;69;;43;;33;;28;;72;;73;;56;;34;;13;;28;;57;;141;;58;;204;;;977;
08136;Ostalbkreis;08;231322;230415;145645;116074;3025;3228;142620;112846;54654;54057;18996;24869;28068;10913;4063;3397;14234;7846;;;7742;3123;3939;2127;851;1081;1545;986;241;861;749;587;878;441;2289;436;193;241;232;109;23;31;68;66;12;41;324;;206;;310;;212;;127;;63;;243;;29;;133;;98;;91;;79;;191;;203;;164;;84;;32;;82;;152;;288;;151;;581;;;1634;
08211;Baden-Baden, Stadt;08;38487;39257;23731;18657;328;273;23403;18384;7488;7035;2884;4403;6027;2464;611;533;2235;1665;;;1775;1089;570;330;108;143;270;216;17;64;92;79;112;63;346;80;40;44;46;6;5;7;2;3;1;3;51;;33;;47;;19;;23;;14;;97;;6;;21;;16;;16;;15;;15;;27;;52;;24;;8;;16;;38;;47;;35;;154;;;157;
08212;Karlsruhe, Stadt;08;209516;207006;135402;101277;1346;1071;134056;100206;28275;28839;18182;25595;42429;19266;6760;5328;10787;7961;;;8352;4665;1560;969;1305;2950;1694;960;99;363;362;343;1111;563;5445;1199;110;140;84;36;33;65;128;75;18;17;262;;178;;510;;171;;162;;72;;904;;15;;113;;67;;81;;56;;148;;156;;212;;98;;92;;172;;484;;263;;124;;2982;;;872;
08215;Karlsruhe;08;323238;323232;209814;173398;4275;4865;205539;168533;67206;70759;28548;39874;42287;17574;5241;4990;23146;14325;;;12965;5830;6988;4066;1219;2175;3103;1899;265;1003;1104;969;1232;611;4197;884;291;479;221;98;40;53;66;68;27;39;562;;337;;867;;291;;178;;113;;443;;29;;259;;184;;148;;134;;265;;303;;403;;195;;56;;111;;368;;636;;304;;1207;;;2837;
08216;Rastatt;08;167254;167850;103779;83628;2644;2723;101135;80905;33912;34976;13855;19073;20869;8466;2455;2001;11743;7112;;;5779;2560;4104;2214;528;803;1448;936;137;488;555;455;526;239;1625;350;168;253;121;43;21;37;32;40;7;29;322;;206;;145;;140;;66;;54;;214;;10;;138;;104;;63;;51;;154;;163;;149;;94;;30;;42;;113;;293;;148;;551;;;830;
08221;Heidelberg, Stadt;08;100384;98268;70400;53822;535;452;69865;53370;13007;13983;10378;13388;25322;12757;3789;3421;4303;3611;;;4298;2574;555;343;401;1250;573;462;35;139;129;142;613;313;2305;537;41;57;36;19;30;36;44;29;5;12;93;;65;;123;;57;;72;;29;;644;;9;;36;;12;;39;;26;;72;;42;;81;;43;;41;;110;;249;;89;;42;;2027;;;297;
08222;Mannheim, Universitätsstadt;08;199916;200318;116585;88285;1484;1317;115101;86968;24961;24552;20939;26169;30064;12359;5353;5125;12287;8437;;;7261;3495;1596;848;752;1485;1656;1016;216;874;421;296;578;274;3869;863;129;211;112;44;68;71;76;78;14;26;335;;156;;172;;478;;105;;53;;542;;32;;131;;61;;77;;48;;149;;150;;151;;81;;54;;118;;237;;292;;123;;1204;;;745;
08225;Neckar-Odenwald-Kreis;08;108354;109800;68991;59582;1675;1963;67316;57619;25669;30153;9902;12223;10523;3901;1602;1454;7940;3822;;;3726;1302;2652;1352;320;509;807;531;176;459;458;357;511;329;891;184;98;129;86;48;15;16;20;26;5;8;173;;116;;166;;52;;49;;27;;86;;14;;87;;43;;43;;42;;90;;81;;72;;66;;18;;25;;63;;210;;114;;278;;;816;
08226;Rhein-Neckar-Kreis;08;399897;399656;263457;216540;5367;6007;258090;210533;74431;77224;40809;55567;58990;25559;7952;7476;27721;18401;;;16599;8521;8592;4999;1515;2729;3631;2403;578;1503;1317;1089;1424;764;5334;1090;330;516;260;137;71;100;48;71;28;70;737;;433;;678;;345;;192;;115;;605;;58;;346;;147;;162;;136;;293;;348;;330;;228;;89;;129;;394;;699;;291;;1705;;;2314;
08231;Pforzheim, Stadt;08;75907;77938;40419;29737;793;519;39626;29218;10662;10278;5517;6663;6984;2884;1433;1543;6995;4232;;;3013;1344;874;424;259;333;797;321;58;225;237;156;256;85;785;162;76;80;84;40;6;15;24;20;5;10;122;;61;;154;;58;;37;;22;;124;;7;;48;;48;;27;;29;;69;;66;;79;;42;;13;;26;;71;;130;;62;;266;;;403;
08235;Calw;08;112394;110858;71274;57453;1213;1381;70061;56072;24496;24398;8212;11119;12379;5077;1711;1589;9387;5761;;;5086;2779;2187;1264;344;492;980;610;132;401;461;337;585;254;1001;206;131;188;120;45;23;18;28;27;6;18;178;;156;;655;;90;;65;;39;;157;;21;;104;;58;;61;;52;;124;;140;;98;;57;;13;;36;;67;;197;;116;;308;;;1489;
08236;Enzkreis;08;143293;142528;94043;76435;1604;1947;92439;74488;27583;28203;12789;17542;18353;7983;2035;2114;11985;8538;;;7260;3188;2919;1662;483;736;1983;906;185;601;513;411;690;342;1543;341;119;226;146;79;13;26;21;20;12;20;327;;190;;760;;84;;103;;63;;185;;19;;167;;99;;55;;55;;143;;151;;179;;79;;28;;34;;96;;334;;148;;508;;;1550;
08237;Freudenstadt;08;86400;86824;53081;44445;1045;1111;52036;43334;18717;17994;5904;7825;8900;3458;1205;1040;6600;3479;;;4775;5643;1327;791;288;345;709;426;103;298;327;295;452;223;647;128;81;96;89;23;8;6;14;11;5;10;137;;106;;391;;48;;41;;35;;93;;13;;67;;29;;34;;32;;130;;83;;62;;52;;14;;28;;53;;148;;92;;197;;;1243;
08311;Freiburg im Breisgau, Stadt;08;157789;155449;106346;85548;946;830;105400;84718;17119;18338;14631;20857;40624;23466;6992;7257;5586;4825;;;4570;2821;1334;1047;628;1795;1391;1044;86;206;252;248;1515;749;3971;988;90;177;66;30;39;71;66;73;16;28;195;;128;;225;;55;;229;;75;;2279;;16;;91;;43;;100;;42;;200;;104;;159;;104;;77;;316;;267;;184;;85;;1450;;;698;
08315;Breisgau-Hochschwarzwald;08;193103;190289;130008;109276;2824;2788;127184;106488;39442;40848;17102;24549;34990;17386;3558;3455;9638;7879;;;7701;4027;3210;2119;602;1027;1985;1253;131;339;676;587;1192;609;2136;485;210;330;151;65;24;37;36;29;12;39;338;;249;;378;;66;;172;;74;;608;;20;;129;;71;;102;;79;;187;;204;;192;;117;;53;;109;;131;;306;;144;;659;;;1425;
08316;Emmendingen;08;123701;121857;81001;65600;1839;2025;79162;63575;23443;23457;11928;15837;20137;9624;2209;2147;6466;3822;;;4668;2174;2319;1634;566;764;1291;984;74;324;382;393;1377;961;1453;327;123;203;98;45;12;24;15;19;6;16;239;;135;;165;;39;;101;;36;;260;;11;;111;;64;;80;;52;;118;;109;;111;;97;;29;;49;;103;;241;;105;;340;;;820;
08317;Ortenaukreis;08;317094;316303;192979;161212;4389;5739;188590;155473;64859;66144;24592;36934;42851;18641;4346;4307;18858;11084;;;10226;4631;7411;4538;968;1481;2594;1765;234;796;1056;1137;1293;691;2785;641;324;464;228;92;30;80;24;45;16;46;586;;391;;444;;111;;172;;97;;350;;24;;231;;111;;114;;112;;301;;286;;281;;174;;62;;112;;213;;574;;288;;861;;;1956;
08325;Rottweil;08;102914;103195;63538;53160;1374;1806;62164;51354;23180;24116;6914;9731;10693;4112;1260;1174;7203;4542;;;4739;2416;1948;1106;279;419;773;507;106;436;432;366;1663;1126;812;179;136;176;95;37;7;12;7;13;3;15;173;;123;;182;;48;;32;;36;;125;;10;;87;;48;;34;;52;;100;;95;;88;;60;;15;;25;;66;;169;;96;;250;;;871;
08326;Schwarzwald-Baar-Kreis;08;149042;150541;87251;74092;1829;1988;85422;72104;31216;32525;9878;14776;17958;7801;1963;1900;8413;5925;;;6123;2886;2770;1856;447;676;1011;761;249;648;452;370;598;257;1209;254;150;236;142;69;16;32;32;45;11;27;195;;208;;290;;80;;90;;54;;161;;30;;107;;64;;55;;52;;119;;128;;139;;78;;32;;49;;120;;226;;108;;399;;;1060;
08327;Tuttlingen;08;95213;96043;57744;48601;1459;1640;56285;46961;21370;23261;5827;8605;10297;4310;1247;1206;6124;3386;;;4532;2233;1703;1081;303;416;782;480;138;335;341;333;425;212;830;174;110;157;83;41;8;17;12;26;6;16;166;;321;;219;;120;;44;;32;;107;;13;;72;;44;;49;;56;;86;;85;;80;;48;;19;;22;;58;;163;;93;;250;;;672;
08335;Konstanz;08;205147;202911;129936;102839;2207;2225;127729;100614;37503;38136;15082;22483;36213;16146;4362;3866;10243;6970;;;8550;4579;3729;2393;714;1276;1574;1126;141;451;568;472;1060;542;2865;564;226;326;174;64;26;37;20;44;13;45;290;;217;;340;;89;;168;;97;;479;;45;;157;;92;;102;;71;;194;;166;;248;;119;;64;;107;;203;;283;;129;;1006;;;1094;
08336;Lörrach;08;161560;162717;97521;78919;1840;2032;95681;76887;26540;26815;14931;20539;24392;11322;3045;2617;8632;5303;;;6051;2895;3381;2037;682;895;1274;850;138;632;477;423;625;336;1598;348;226;334;116;71;13;31;63;46;9;20;295;;202;;414;;73;;131;;67;;300;;24;;110;;68;;70;;54;;143;;177;;149;;113;;18;;69;;130;;274;;111;;496;;;1373;
08337;Waldshut;08;119122;119139;73466;61692;1431;1672;72035;60020;25704;26678;8863;13294;16563;6860;1746;1701;6486;3800;;;4228;2062;2776;1872;356;563;858;589;95;419;374;308;538;361;929;197;159;240;92;31;21;21;14;25;5;18;177;;132;;223;;74;;65;;36;;155;;12;;79;;38;;45;;36;;114;;114;;83;;80;;26;;38;;65;;209;;106;;321;;;981;
08415;Reutlingen;08;200184;199935;124190;100213;1742;2036;122448;98177;37282;39288;15557;21246;27491;12923;3697;3461;13140;8626;;;12041;4473;3072;2039;706;1034;1308;956;164;601;619;504;949;480;1929;493;181;315;180;91;33;36;58;76;7;21;292;;184;;617;;166;;110;;79;;294;;36;;126;;68;;71;;65;;141;;144;;254;;103;;51;;70;;209;;235;;130;;589;;;1514;
08416;Tübingen;08;161993;158007;113120;91219;1230;1347;111890;89872;27294;28500;15040;20343;35359;18331;5937;5453;8199;6624;;;6603;3597;1836;1192;750;1385;1252;810;109;364;404;358;1289;650;2929;739;117;203;101;43;56;71;71;80;12;33;193;;122;;519;;116;;127;;54;;761;;12;;101;;73;;53;;52;;137;;95;;215;;73;;64;;155;;271;;195;;96;;1048;;;1096;
08417;Zollernalbkreis;08;138389;139454;82245;68190;1733;2010;80512;66180;28629;30105;9262;13171;14378;6052;2017;2031;10153;5630;;;6408;2935;2519;1609;428;678;1074;737;153;644;550;507;537;277;1190;255;129;247;147;59;14;22;104;95;9;27;237;;156;;273;;109;;80;;42;;105;;16;;144;;70;;60;;64;;127;;115;;127;;86;;26;;49;;117;;339;;135;;334;;;1099;
08421;Ulm, Universitätsstadt;08;83482;82591;53462;41224;513;421;52949;40803;13361;13061;7491;10810;16260;7242;1879;1836;3798;2738;;;3259;1760;1034;571;610;829;614;456;56;146;191;180;646;267;1561;278;60;98;94;26;23;8;60;45;5;53;98;;77;;113;;79;;67;;35;;260;;8;;70;;25;;39;;23;;61;;73;;87;;51;;20;;41;;147;;73;;66;;434;;;399;
08425;Alb-Donau-Kreis;08;140125;138961;93883;79911;1720;1956;92163;77955;36102;37916;10051;15116;18797;8434;1772;1910;9144;5221;;;5426;2154;3101;1926;517;801;1022;757;207;492;627;558;935;578;1254;292;148;221;157;73;9;35;38;41;11;20;198;;130;;383;;103;;72;;64;;164;;22;;138;;53;;59;;51;;151;;136;;122;;84;;36;;41;;129;;239;;127;;343;;;1410;
08426;Biberach;08;146207;143105;94008;77407;1817;2159;92191;75248;37237;39244;8218;12092;18930;7863;1761;1677;8583;4459;;;5442;2358;2985;2021;574;720;989;724;167;341;652;586;2056;1060;1234;244;158;268;192;89;10;15;14;26;5;20;217;;150;;273;;72;;90;;56;;150;;25;;161;;67;;55;;66;;304;;158;;111;;110;;35;;54;;101;;202;;135;;392;;;1441;
08435;Bodenseekreis;08;158275;156520;105627;85430;1538;1558;104089;83872;34247;34910;11613;17145;26805;12613;2735;2741;8966;5630;;;7115;3444;3444;2398;504;872;1132;883;113;344;475;393;1397;768;1696;359;151;264;166;65;17;35;33;43;6;20;229;;178;;249;;84;;147;;51;;284;;15;;114;;53;;95;;53;;149;;148;;172;;127;;37;;70;;128;;247;;114;;730;;;945;
08436;Ravensburg;08;208837;206250;133795;106823;1981;2238;131814;104585;46741;47401;12389;17930;33803;15027;3360;3344;9979;5886;;;7429;3253;4907;3313;635;1010;1451;981;150;455;757;716;3570;2725;2143;432;191;316;214;104;18;28;41;49;9;55;253;;178;;352;;138;;154;;94;;296;;14;;133;;73;;107;;70;;188;;163;;163;;248;;44;;88;;153;;243;;134;;741;;;1560;
08437;Sigmaringen;08;96823;96443;61177;51879;1304;1669;59873;50210;24500;26157;5287;7864;12283;5525;1190;1164;6120;3343;;;3654;1509;2122;1526;297;442;757;521;114;297;367;373;468;294;725;163;94;148;85;42;12;13;10;20;11;22;166;;111;;123;;70;;53;;38;;98;;18;;77;;59;;44;;35;;83;;87;;73;;65;;10;;30;;85;;160;;75;;217;;;787;
08;Baden-Württemberg;99;7747281;7713126;4957423;4015264;85142;89490;4872281;3925774;1499962;1542244;649094;902720;1135696;517842;151619;142360;487436;309500;;;331512;161669;154872;91721;31246;48466;60863;40470;7589;23424;23837;20623;51372;27468;96839;20823;6786;10286;6402;2923;1185;1705;2348;2353;495;1174;11904;;7963;;16701;;8353;;4751;;2615;;16979;;944;;5813;;3200;;3163;;2615;;7101;;6634;;7100;;4274;;1816;;3511;;7424;;11945;;5960;;32362;;;58003;
;
09161;Ingolstadt, Stadt;09;91126;90683;48289;30667;173;100;48116;30567;;;4212;6166;9086;3419;1369;1155;5198;2648;18180;12446;2170;961;1959;915;375;439;480;241;57;173;146;65;1763;1033;1181;173;48;71;398;287;5;9;9;12;4;8;62;;52;;67;;84;;22;;24;;152;;9;;69;;15;;39;;21;;59;;51;;61;;39;;21;;26;;142;;74;;67;;320;;;346;
09162;München, Landeshauptstadt;09;928090;924005;607234;422743;952;950;606282;421793;;;69403;108649;189175;82846;19207;17057;36282;32869;163350;113475;32118;22303;14721;7699;3763;8086;6357;4859;368;1123;1109;764;21945;11360;16135;2960;323;626;2992;3498;230;292;171;168;52;80;762;;621;;458;;948;;534;;292;;4320;;67;;506;;156;;369;;272;;639;;688;;926;;392;;346;;688;;1361;;617;;485;;13134;;;3079;
09163;Rosenheim, Stadt;09;41410;41596;23722;15629;65;51;23657;15578;;;2227;2613;5184;2238;575;497;2241;1696;8480;5758;882;501;930;445;142;210;294;194;17;48;93;42;813;461;570;105;19;25;367;372;10;17;2;4;1;4;41;;57;;31;;31;;21;;14;;81;;10;;31;;11;;20;;16;;32;;32;;19;;15;;19;;21;;53;;51;;29;;175;;;348;
09171;Altötting;09;82914;82981;46301;30679;114;103;46187;30576;;;3589;4828;6449;2682;859;752;4051;2332;22900;14878;1151;724;2284;1234;180;275;542;338;67;123;174;82;1323;1053;848;121;69;48;603;609;4;15;6;7;4;9;85;;69;;36;;21;;31;;22;;78;;16;;62;;25;;34;;34;;30;;60;;90;;34;;15;;32;;32;;69;;44;;165;;;466;
09172;Berchtesgadener Land;09;75243;74848;43460;27428;152;108;43308;27320;;;3179;4423;7178;3301;848;610;3802;2193;20329;12434;1104;703;2326;981;143;193;526;278;63;125;138;67;1180;887;617;74;34;53;747;439;12;9;3;7;5;3;79;;63;;89;;8;;29;;20;;114;;7;;53;;20;;28;;23;;28;;53;;70;;34;;11;;25;;49;;65;;54;;152;;;540;
09173;Bad Tölz-Wolfratshausen;09;93112;92336;58996;40436;169;191;58827;40245;;;4172;6139;11572;5323;1208;906;4547;4215;25114;16628;2101;1405;3353;2083;245;389;636;455;38;120;213;107;2072;862;859;124;55;77;985;1005;6;10;5;5;38;13;103;;59;;48;;22;;31;;35;;168;;10;;57;;25;;70;;46;;67;;74;;81;;47;;30;;29;;92;;75;;56;;383;;;379;
09174;Dachau;09;105723;102640;68828;44674;166;122;68662;44552;;;5416;8168;12866;4860;1143;1023;5770;4079;27854;18550;2467;1081;4299;2085;364;495;869;480;66;142;300;139;3078;1779;1196;168;67;84;911;952;9;17;23;10;2;14;106;;115;;66;;39;;29;;47;;221;;21;;94;;22;;54;;26;;57;;90;;77;;49;;27;;48;;104;;114;;91;;465;;;426;
09175;Ebersberg;09;100417;97182;68997;46287;154;135;68843;46152;;;5907;8385;15695;7169;1289;1050;4798;4032;26850;17603;2839;1744;3281;1644;381;617;788;482;43;117;245;145;2462;1286;1282;194;53;72;882;1180;13;21;4;8;4;14;122;;80;;66;;24;;52;;42;;231;;13;;86;;20;;45;;42;;57;;88;;100;;57;;26;;31;;92;;82;;65;;606;;;389;
09176;Eichstätt;09;98064;96247;62387;42483;167;137;62220;42346;;;4817;7203;7698;3230;1008;894;6022;2846;30148;20643;1659;818;4075;2653;237;339;614;309;78;280;200;128;2487;1680;995;167;57;101;835;598;10;13;7;6;2;7;91;;53;;60;;46;;20;;28;;124;;16;;87;;14;;34;;26;;49;;61;;43;;31;;17;;25;;68;;60;;76;;242;;;431;
09177;Erding;09;99996;96834;63272;40820;181;166;63091;40654;;;4116;5866;11160;4609;1207;990;5797;3725;26174;17304;2017;975;4589;2373;331;396;760;525;60;142;256;122;2678;1608;1126;174;53;85;1030;1019;9;21;10;16;7;11;136;;85;;63;;34;;33;;32;;153;;12;;108;;21;;41;;41;;72;;70;;87;;36;;23;;27;;100;;101;;84;;352;;;693;
09178;Freising;09;121726;119723;77503;51944;193;247;77310;51697;;;5738;8096;16738;8467;1748;1559;6414;4998;28108;18528;2737;1456;5650;3380;516;636;925;639;94;243;271;201;3002;1672;1887;320;73;108;792;906;17;20;15;13;15;10;143;;91;;64;;143;;61;;51;;292;;20;;78;;28;;37;;48;;74;;127;;112;;49;;40;;42;;213;;102;;92;;663;;;445;
09179;Fürstenfeldbruck;09;155179;155035;104528;71977;239;205;104289;71772;;;9798;15044;23606;10373;2102;1834;7694;6591;39135;26159;4130;2572;5550;2963;673;1078;1261;821;105;227;361;194;3603;1876;1990;295;86;127;973;893;18;24;14;16;5;21;166;;156;;135;;102;;68;;52;;336;;21;;133;;32;;74;;52;;83;;145;;146;;80;;42;;53;;204;;177;;97;;831;;;664;
09180;Garmisch-Partenkirchen;09;65722;65622;41459;28061;152;92;41307;27969;;;2514;3574;6785;2585;658;554;3532;3079;19278;12599;1418;971;2498;1415;114;156;424;322;47;102;127;66;1837;1482;434;77;52;88;585;671;8;5;2;8;1;12;78;;51;;35;;12;;23;;25;;111;;10;;33;;12;;26;;33;;44;;41;;48;;22;;8;;38;;44;;66;;37;;196;;;203;
09181;Landsberg am Lech;09;90787;88105;60365;38543;139;112;60226;38431;;;4363;6341;14416;6136;1269;1000;4381;3125;23196;15202;2118;1193;2650;1268;323;360;720;467;60;131;220;128;2697;1548;1170;138;48;73;808;899;7;14;2;6;9;6;108;;71;;79;;18;;49;;34;;225;;6;;70;;15;;50;;30;;47;;84;;89;;54;;20;;39;;101;;85;;63;;432;;;396;
09182;Miesbach;09;73516;72572;47866;30495;123;106;47743;30389;;;3435;4505;8519;4284;751;547;3538;3052;21486;12608;1907;1348;2790;1316;192;239;556;373;52;92;138;81;1507;702;651;99;46;67;815;814;7;9;3;7;5;6;70;;75;;41;;13;;30;;27;;158;;10;;51;;19;;41;;42;;49;;66;;68;;51;;19;;13;;52;;92;;43;;315;;;240;
09183;Mühldorf a.Inn;09;85802;84607;48883;31554;136;113;48747;31441;;;2846;4055;6372;2904;846;737;5008;2730;23591;15077;1298;735;2871;1457;203;237;563;346;59;152;187;109;1818;1382;866;99;51;59;905;926;11;13;5;5;1;6;94;;91;;60;;37;;43;;22;;107;;9;;71;;24;;34;;17;;55;;54;;62;;33;;7;;17;;69;;83;;61;;196;;;412;
09184;München;09;238218;235289;168469;116090;326;360;168143;115730;;;16817;26255;39977;16371;3015;2722;11249;10247;63227;41772;8666;5931;6397;3099;946;1515;1994;1276;86;281;483;303;5591;2974;3011;488;110;168;1224;1265;27;33;22;18;9;18;278;;191;;124;;154;;88;;88;;599;;30;;192;;37;;86;;78;;132;;197;;253;;99;;64;;72;;331;;227;;148;;1824;;;994;
09185;Neuburg-Schrobenhausen;09;72036;70878;39960;29953;85;145;39875;29808;;;2427;4091;4974;2127;639;621;3669;2514;19694;15350;962;604;3787;2148;183;262;366;314;63;174;120;98;1000;512;629;107;31;74;471;484;6;12;4;6;3;3;52;;66;;27;;27;;17;;16;;56;;17;;37;;16;;33;;19;;37;;50;;37;;34;;12;;12;;63;;45;;45;;129;;;307;
09186;Pfaffenhofen a.d.Ilm;09;93530;91211;55817;39910;139;197;55678;39713;;;4107;6820;8225;3544;947;886;5752;3200;24951;18471;1790;956;3382;1903;330;400;602;412;73;273;203;160;2154;1188;898;205;49;130;805;697;5;17;12;6;4;10;85;;61;;41;;38;;33;;30;;122;;23;;86;;19;;31;;26;;46;;73;;54;;43;;21;;23;;79;;99;;73;;283;;;435;
09187;Rosenheim;09;195791;191063;123504;79735;281;248;123223;79487;;;8768;11167;22753;10076;2020;1841;10275;7391;53763;34166;4078;2310;6261;2965;528;716;1428;841;123;264;402;213;4917;2918;1715;272;130;144;2691;2905;26;33;19;16;3;16;211;;204;;137;;47;;115;;57;;355;;24;;168;;43;;94;;72;;103;;165;;156;;107;;34;;80;;145;;242;;126;;638;;;1233;
09188;Starnberg;09;97203;96460;69908;49854;120;126;69788;49728;;;6009;9420;18054;8185;1226;1129;4495;4499;25959;17748;4038;3363;2685;1415;338;551;759;606;51;118;132;124;2254;1313;1056;175;44;69;564;649;7;13;11;8;5;9;114;;85;;42;;17;;54;;29;;262;;8;;55;;20;;39;;45;;59;;75;;121;;37;;24;;45;;87;;89;;56;;738;;;334;
09189;Traunstein;09;134120;132926;79687;52553;210;157;79477;52396;;;6081;8070;14772;7962;1558;1288;6002;3544;35971;22251;2035;1307;3988;2001;272;380;943;529;91;205;232;131;2629;2003;1163;155;88;98;1717;1644;9;10;7;11;4;11;128;;99;;135;;18;;57;;40;;190;;13;;100;;24;;67;;57;;62;;83;;105;;61;;23;;42;;85;;120;;80;;326;;;796;
